client,document_type,created_at,segment
15739,14,2022-03-01,M
15740,14,2022-12-01,K
15741,14,2021-05-01,D
15742,14,2021-05-01,K
15743,14,2021-06-01,M
15744,11,2020-12-01,K
15745,14,2021-04-01,B
15746,14,2021-06-01,F
15747,14,2021-05-01,D
15748,14,2021-12-01,K
15749,14,2021-06-01,B
15750,14,2022-08-01,K
15751,11,2020-10-01,E
15752,14,2022-01-01,D
15753,14,2021-11-01,K
15754,14,2021-05-01,I
15755,14,2021-04-01,E
15756,14,2022-03-01,I
15757,14,2021-12-01,M
15758,14,2021-11-01,K
15759,14,2021-08-01,D
15760,14,2021-11-01,J
15761,11,2021-07-01,F
15762,14,2021-06-01,F
15763,14,2022-10-01,J
15764,14,2021-07-01,K
15765,14,2021-04-01,F
15766,14,2021-11-01,K
15767,14,2021-09-01,O
15768,14,2021-04-01,I
15769,14,2021-05-01,I
15770,11,2022-04-01,M
15771,14,2021-04-01,K
15772,11,2021-03-01,B
15773,14,2021-05-01,I
15774,14,2021-06-01,N
15775,14,2021-05-01,A
15776,11,2021-02-01,B
15777,14,2021-11-01,I
15778,14,2021-05-01,I
15779,14,2021-09-01,I
15780,14,2022-11-01,K
15781,14,2021-06-01,I
15782,14,2021-04-01,F
15783,14,2021-04-01,O
15784,14,2022-06-01,O
15785,11,2021-08-01,I
15786,14,2021-08-01,E
15787,14,2022-04-01,B
15788,14,2021-05-01,N
15789,11,2020-07-01,B
15790,11,2021-02-01,I
15791,14,2022-04-01,M
15792,14,2021-04-01,B
15793,14,2021-07-01,O
15794,14,2021-07-01,I
15795,14,2021-05-01,I
15796,14,2021-04-01,F
15797,11,2022-05-01,I
15798,14,2021-05-01,E
15799,14,2021-10-01,I
15800,14,2021-09-01,B
15801,14,2021-04-01,NA
15802,14,2021-06-01,F
15803,14,2022-05-01,K
15804,11,2022-08-01,M
15805,14,2022-03-01,K
15806,14,2022-01-01,NA
15807,14,2021-04-01,G
15808,14,2021-05-01,N
15809,14,2022-10-01,K
15810,14,2021-11-01,K
15811,14,2021-08-01,F
15812,14,2021-10-01,J
15813,14,2021-08-01,M
15814,14,2021-06-01,E
15815,14,2022-09-01,E
15816,14,2021-05-01,F
15817,14,2021-05-01,J
15818,11,2021-01-01,O
15819,14,2021-12-01,I
15820,14,2021-11-01,A
15821,14,2021-04-01,M
15822,14,2021-04-01,K
15823,14,2022-06-01,I
15824,14,2021-05-01,I
15825,14,2021-04-01,K
15826,14,2022-08-01,F
15827,11,2021-07-01,I
15828,14,2021-12-01,K
15829,14,2021-07-01,D
15830,14,2021-10-01,E
15831,14,2022-06-01,F
15832,14,2021-12-01,F
15833,14,2021-08-01,F
15834,14,2021-04-01,F
15835,11,2022-04-01,F
15836,14,2022-06-01,I
15837,14,2021-10-01,B
15838,14,2021-05-01,D
15839,11,2020-07-01,O
15840,14,2021-08-01,L
15841,14,2021-05-01,E
15842,14,2021-11-01,K
15843,14,2021-10-01,I
15844,14,2021-12-01,B
15845,14,2021-06-01,O
15846,14,2022-07-01,D
15847,14,2021-07-01,O
15848,14,2021-05-01,B
15849,11,2021-09-01,J
15850,11,2020-07-01,B
15851,14,2021-05-01,E
15852,14,2021-10-01,K
15853,14,2021-04-01,F
15854,14,2021-05-01,M
15855,14,2021-12-01,K
15856,14,2022-06-01,I
15857,14,2021-10-01,I
15858,14,2021-09-01,F
15859,14,2022-04-01,I
15860,14,2021-12-01,B
15861,14,2022-03-01,I
15862,14,2022-02-01,J
15863,14,2021-06-01,K
15864,14,2021-12-01,I
15865,14,2021-05-01,B
15866,11,2021-10-01,K
15867,14,2021-10-01,F
15868,14,2021-05-01,F
15869,14,2022-04-01,H
15870,11,2022-01-01,F
15871,14,2021-04-01,F
15872,14,2021-05-01,F
15873,14,2021-06-01,K
15874,11,2022-03-01,K
15875,14,2021-08-01,I
15876,14,2021-05-01,F
15877,14,2021-08-01,B
15878,14,2022-06-01,B
15879,14,2021-08-01,F
15880,14,2021-06-01,I
15881,14,2021-08-01,F
15882,14,2022-02-01,M
15883,14,2021-05-01,N
15884,14,2019-08-01,O
15885,14,2021-05-01,F
15886,14,2022-09-01,I
15887,14,2021-06-01,M
15888,14,2021-11-01,M
15889,14,2021-09-01,K
15890,14,2021-05-01,I
15891,14,2021-11-01,O
15892,14,2021-06-01,I
15893,14,2021-05-01,B
15894,14,2021-10-01,I
15895,14,2021-07-01,E
15896,14,2021-12-01,F
15897,14,2021-08-01,I
15898,14,2021-09-01,I
15899,14,2022-09-01,I
15900,14,2022-03-01,I
15901,14,2022-04-01,D
15902,14,2021-05-01,N
15903,11,2021-06-01,O
15904,14,2022-03-01,I
15905,14,2022-07-01,D
15906,14,2019-01-01,F
15907,14,2022-06-01,I
15908,11,2019-02-01,I
15909,14,2021-05-01,B
15910,14,2021-05-01,K
15911,14,2021-05-01,O
15912,14,2021-09-01,M
15913,14,2021-09-01,K
15914,14,2021-05-01,B
15915,11,2021-05-01,B
15916,14,2021-05-01,B
15917,11,2022-03-01,M
15918,14,2022-07-01,I
15919,14,2021-07-01,I
15920,11,2021-11-01,B
15921,14,2021-08-01,N
15922,14,2021-08-01,D
15923,14,2021-07-01,N
15924,14,2021-11-01,I
15925,11,2020-12-01,J
15926,14,2022-01-01,M
15927,14,2021-05-01,M
15928,14,2022-09-01,J
15929,14,2022-10-01,I
15930,14,2021-07-01,I
15931,14,2022-01-01,B
15932,14,2021-05-01,M
15933,14,2021-05-01,B
15934,11,2021-09-01,G
15935,14,2022-09-01,K
15936,11,2020-04-01,B
15937,11,2021-10-01,K
15938,14,2021-10-01,I
15939,14,2022-02-01,D
15940,14,2021-08-01,K
15941,14,2021-06-01,K
15942,14,2021-05-01,I
15943,14,2022-01-01,K
15944,14,2021-11-01,K
15945,14,2021-05-01,M
15946,14,2022-02-01,E
15947,14,2021-05-01,B
15948,14,2022-02-01,M
15949,14,2021-11-01,M
15950,14,2022-06-01,J
15951,14,2021-07-01,K
15952,11,2021-07-01,J
15953,11,2022-04-01,I
15954,14,2022-02-01,N
15955,14,2021-06-01,I
15956,14,2021-06-01,I
15957,14,2021-05-01,G
15958,14,2021-06-01,D
15959,14,2021-11-01,I
15960,14,2021-07-01,B
15961,14,2021-11-01,I
15962,14,2022-03-01,F
15963,11,2021-08-01,B
15964,14,2021-05-01,E
15965,14,2022-08-01,D
15966,14,2022-03-01,E
15967,11,2022-05-01,N
15968,14,2021-07-01,H
15969,14,2022-12-01,F
15970,14,2022-07-01,E
15971,14,2022-03-01,N
15972,14,2021-05-01,F
15973,14,2021-05-01,M
15974,14,2021-05-01,B
15975,14,2021-05-01,F
15976,14,2021-06-01,N
15977,14,2022-01-01,F
15978,14,2021-05-01,I
15979,14,2021-05-01,B
15980,14,2021-06-01,F
15981,14,2021-05-01,N
15982,14,2022-06-01,E
15983,14,2021-07-01,O
15984,14,2022-02-01,I
15985,14,2022-07-01,K
15986,14,2022-06-01,N
15987,14,2022-02-01,I
15988,14,2022-08-01,B
15989,14,2021-10-01,NA
15990,14,2021-05-01,B
15991,14,2022-09-01,F
15992,14,2021-05-01,I
15993,14,2022-04-01,F
15994,14,2022-10-01,F
15995,14,2021-08-01,I
15996,14,2021-06-01,K
15997,14,2022-07-01,M
15998,14,2021-06-01,F
15999,14,2021-11-01,I
16000,14,2021-06-01,B
16001,14,2021-05-01,F
16002,14,2022-07-01,M
16003,14,2021-06-01,K
16004,14,2021-07-01,O
16005,14,2021-06-01,N
16006,14,2021-05-01,K
16007,14,2021-06-01,N
16008,14,2021-05-01,N
16009,14,2021-05-01,E
16010,14,2021-06-01,I
16011,14,2021-07-01,H
16012,14,2021-08-01,O
16013,14,2021-07-01,E
16014,14,2021-11-01,N
16015,14,2021-09-01,B
16016,14,2021-05-01,K
16017,14,2021-06-01,F
16018,14,2021-10-01,O
16019,11,2020-12-01,I
16020,14,2021-10-01,N
16021,14,2021-06-01,M
16022,14,2022-03-01,K
16023,11,2021-07-01,I
16024,11,2019-05-01,B
16025,14,2021-08-01,O
16026,14,2021-12-01,K
16027,14,2021-05-01,J
16028,14,2021-09-01,K
16029,14,2021-09-01,B
16030,14,2021-07-01,K
16031,14,2021-07-01,I
16032,14,2021-05-01,O
16033,14,2022-07-01,M
16034,14,2021-05-01,N
16035,11,2022-01-01,K
16036,14,2021-09-01,I
16037,14,2021-08-01,D
16038,14,2021-06-01,N
16039,14,2022-10-01,G
16040,14,2021-05-01,M
16041,14,2021-06-01,A
16042,14,2021-07-01,O
16043,14,2022-01-01,K
16044,14,2021-07-01,D
16045,14,2022-05-01,I
16046,14,2021-06-01,O
16047,14,2022-09-01,B
16048,14,2021-09-01,N
16049,11,2021-02-01,O
16050,14,2021-05-01,F
16051,14,2021-06-01,I
16052,14,2021-09-01,A
16053,14,2021-08-01,A
16054,14,2021-06-01,I
16055,14,2021-06-01,O
16056,14,2021-05-01,F
16057,14,2021-09-01,K
16058,14,2022-07-01,B
16059,11,2021-07-01,M
16060,14,2021-06-01,E
16061,14,2021-09-01,I
16062,14,2021-11-01,N
16063,14,2021-06-01,F
16064,14,2021-05-01,B
16065,14,2021-05-01,K
16066,11,2021-08-01,O
16067,14,2021-06-01,E
16068,14,2021-07-01,I
16069,14,2021-11-01,B
16070,14,2021-08-01,O
16071,11,2021-02-01,K
16072,14,2021-08-01,E
16073,14,2021-06-01,F
16074,14,2021-07-01,K
16075,14,2022-07-01,N
16076,14,2022-03-01,I
16077,14,2021-06-01,I
16078,14,2021-06-01,F
16079,11,2022-05-01,M
16080,14,2021-09-01,J
16081,14,2021-09-01,B
16082,11,2021-10-01,J
16083,14,2021-06-01,E
16084,11,2021-03-01,B
16085,14,2021-07-01,A
16086,14,2022-01-01,K
16087,14,2022-07-01,E
16088,14,2021-07-01,J
16089,14,2022-08-01,M
16090,14,2021-12-01,K
16091,14,2021-08-01,F
16092,14,2021-07-01,N
16093,14,2021-06-01,F
16094,14,2021-11-01,D
16095,14,2021-11-01,I
16096,14,2021-02-01,N
16097,14,2021-06-01,D
16098,14,2021-07-01,I
16099,14,2021-12-01,I
16100,14,2021-12-01,F
16101,14,2021-06-01,F
16102,14,2021-08-01,B
16103,14,2022-08-01,M
16104,14,2021-10-01,I
16105,14,2021-07-01,N
16106,11,2020-11-01,O
16107,14,2021-09-01,O
16108,14,2021-06-01,I
16109,14,2021-07-01,B
16110,14,2021-07-01,M
16111,14,2022-03-01,B
16112,14,2021-06-01,B
16113,14,2022-07-01,B
16114,14,2021-07-01,F
16115,14,2021-06-01,F
16116,14,2022-07-01,G
16117,14,2021-09-01,O
16118,14,2022-06-01,K
16119,14,2022-02-01,M
16120,14,2021-06-01,E
16121,14,2021-08-01,K
16122,14,2021-06-01,I
16123,14,2021-06-01,I
16124,14,2021-12-01,F
16125,14,2021-11-01,I
16126,14,2022-05-01,B
16127,14,2021-06-01,I
16128,11,2021-01-01,E
16129,14,2021-06-01,K
16130,14,2021-11-01,I
16131,11,2021-10-01,I
16132,14,2021-11-01,O
16133,14,2021-08-01,D
16134,14,2021-07-01,K
16135,14,2021-07-01,B
16136,14,2022-11-01,K
16137,11,2021-10-01,I
16138,14,2021-07-01,I
16139,14,2021-07-01,K
16140,14,2021-06-01,N
16141,14,2021-09-01,O
16142,14,2022-02-01,F
16143,14,2021-06-01,I
16144,14,2022-08-01,I
16145,14,2022-03-01,F
16146,14,2021-07-01,J
16147,14,2021-07-01,K
16148,14,2022-05-01,O
16149,14,2021-10-01,I
16150,14,2021-10-01,F
16151,14,2021-06-01,F
16152,14,2021-10-01,I
16153,14,2021-12-01,F
16154,14,2021-10-01,K
16155,14,2021-06-01,I
16156,14,2021-08-01,A
16157,14,2021-08-01,M
16158,14,2021-11-01,F
16159,14,2021-09-01,K
16160,14,2021-06-01,F
16161,14,2021-08-01,F
16162,14,2022-03-01,I
16163,14,2022-08-01,N
16164,14,2021-06-01,N
16165,14,2021-12-01,F
16166,14,2021-12-01,M
16167,14,2021-06-01,I
16168,14,2021-11-01,F
16169,14,2021-06-01,I
16170,14,2022-03-01,M
16171,14,2021-12-01,F
16172,14,2022-07-01,B
16173,14,2022-09-01,N
16174,14,2022-04-01,B
16175,14,2021-12-01,E
16176,14,2021-07-01,K
16177,14,2021-10-01,O
16178,14,2022-01-01,M
16179,14,2022-06-01,K
16180,14,2021-11-01,O
16181,14,2021-06-01,F
16182,14,2021-11-01,F
16183,14,2021-12-01,M
16184,14,2021-09-01,I
16185,14,2022-10-01,K
16186,11,2022-12-01,K
16187,14,2021-08-01,F
16188,14,2019-07-01,I
16189,14,2021-10-01,L
16190,14,2022-08-01,D
16191,11,2021-11-01,I
16192,14,2021-07-01,I
16193,11,2021-08-01,O
16194,14,2022-05-01,B
16195,14,2021-07-01,N
16196,14,2022-05-01,F
16197,14,2022-10-01,F
16198,14,2021-08-01,K
16199,14,2021-06-01,I
16200,14,2021-08-01,C
16201,14,2022-05-01,K
16202,14,2022-06-01,B
16203,14,2021-06-01,O
16204,14,2021-06-01,B
16205,14,2021-07-01,N
16206,14,2021-11-01,I
16207,14,2021-10-01,I
16208,14,2021-11-01,D
16209,14,2022-04-01,I
16210,14,2022-03-01,D
16211,14,2021-11-01,F
16212,14,2021-07-01,E
16213,14,2021-10-01,M
16214,14,2021-08-01,F
16215,14,2021-09-01,I
16216,14,2021-08-01,F
16217,14,2022-09-01,E
16218,14,2021-07-01,B
16219,14,2021-08-01,K
16220,14,2021-06-01,O
16221,14,2021-10-01,F
16222,14,2022-01-01,B
16223,14,2021-06-01,B
16224,11,2022-05-01,H
16225,14,2022-03-01,K
16226,14,2021-07-01,B
16227,14,2022-06-01,K
16228,14,2021-08-01,I
16229,11,2020-11-01,O
16230,14,2021-08-01,K
16231,14,2021-11-01,F
16232,14,2021-07-01,M
16233,14,2021-11-01,F
16234,14,2021-11-01,O
16235,14,2021-06-01,E
16236,11,2021-12-01,E
16237,14,2021-07-01,I
16238,14,2021-06-01,K
16239,14,2021-08-01,J
16240,14,2021-08-01,I
16241,14,2021-11-01,K
16242,14,2021-06-01,K
16243,14,2021-07-01,E
16244,14,2021-07-01,A
16245,14,2021-12-01,E
16246,14,2022-08-01,D
16247,14,2021-10-01,N
16248,14,2021-09-01,N
16249,14,2021-06-01,I
16250,14,2021-12-01,N
16251,14,2021-07-01,F
16252,14,2021-09-01,K
16253,14,2021-08-01,D
16254,14,2021-11-01,B
16255,14,2021-09-01,B
16256,14,2021-09-01,I
16257,14,2021-11-01,J
16258,14,2021-09-01,B
16259,14,2021-06-01,F
16260,14,2021-11-01,I
16261,14,2021-12-01,I
16262,14,2021-08-01,K
16263,14,2022-09-01,B
16264,11,2019-09-01,K
16265,14,2021-09-01,I
16266,14,2021-08-01,K
16267,14,2021-09-01,M
16268,14,2021-08-01,M
16269,11,2021-09-01,F
16270,14,2021-09-01,F
16271,14,2021-07-01,N
16272,14,2021-08-01,I
16273,14,2021-12-01,D
16274,14,2022-01-01,D
16275,14,2021-07-01,F
16276,14,2021-07-01,I
16277,14,2021-07-01,F
16278,14,2021-07-01,I
16279,14,2021-09-01,F
16280,14,2022-08-01,M
16281,14,2021-09-01,J
16282,14,2021-08-01,I
16283,14,2022-09-01,I
16284,14,2022-09-01,F
16285,14,2021-10-01,E
16286,14,2021-09-01,I
16287,14,2022-10-01,K
16288,14,2017-08-01,J
16289,14,2021-09-01,I
16290,14,2021-09-01,N
16291,14,2021-09-01,B
16292,14,2021-07-01,K
16293,14,2021-07-01,I
16294,14,2022-02-01,I
16295,14,2021-11-01,A
16296,14,2021-07-01,J
16297,14,2021-09-01,N
16298,14,2021-07-01,I
16299,14,2021-10-01,F
16300,14,2021-08-01,B
16301,14,2022-12-01,I
16302,14,2021-07-01,F
16303,14,2021-08-01,I
16304,14,2022-10-01,F
16305,14,2021-08-01,D
16306,14,2021-09-01,B
16307,14,2021-08-01,F
16308,14,2021-07-01,N
16309,14,2021-08-01,I
16310,11,2019-05-01,K
16311,14,2022-10-01,J
16312,14,2021-09-01,B
16313,14,2021-10-01,M
16314,14,2021-07-01,I
16315,14,2021-07-01,I
16316,14,2022-01-01,O
16317,14,2021-07-01,I
16318,11,2021-02-01,K
16319,11,2020-04-01,B
16320,14,2022-11-01,O
16321,11,2020-09-01,E
16322,14,2022-06-01,E
16323,14,2022-09-01,I
16324,14,2022-07-01,K
16325,14,2021-12-01,O
16326,14,2022-02-01,O
16327,14,2021-07-01,F
16328,14,2021-08-01,B
16329,14,2021-08-01,K
16330,14,2021-07-01,F
16331,14,2022-02-01,M
16332,11,2021-01-01,I
16333,14,2021-10-01,O
16334,14,2022-01-01,O
16335,14,2022-09-01,I
16336,14,2021-08-01,B
16337,14,2021-07-01,G
16338,14,2022-07-01,O
16339,14,2021-07-01,O
16340,14,2021-07-01,D
16341,14,2022-12-01,K
16342,14,2021-08-01,N
16343,14,2021-09-01,F
16344,14,2021-07-01,O
16345,14,2021-08-01,K
16346,14,2021-08-01,M
16347,14,2021-09-01,H
16348,14,2021-07-01,I
16349,14,2021-07-01,A
16350,14,2021-10-01,K
16351,14,2021-08-01,J
16352,11,2021-10-01,I
16353,14,2021-08-01,F
16354,14,2021-09-01,F
16355,14,2021-07-01,I
16356,14,2021-10-01,B
16357,14,2021-08-01,I
16358,14,2022-06-01,D
16359,11,2021-03-01,K
16360,14,2021-09-01,F
16361,11,2021-10-01,E
16362,14,2021-08-01,L
16363,14,2021-07-01,B
16364,14,2021-09-01,K
16365,14,2022-12-01,B
16366,14,2022-04-01,O
16367,14,2021-07-01,K
16368,14,2022-09-01,I
16369,14,2022-03-01,I
16370,14,2022-09-01,G
16371,14,2022-02-01,M
16372,14,2021-08-01,B
16373,14,2021-07-01,N
16374,14,2021-08-01,D
16375,14,2021-10-01,I
16376,14,2021-12-01,O
16377,14,2021-07-01,N
16378,14,2022-07-01,K
16379,14,2021-08-01,B
16380,11,2020-11-01,K
16381,11,2020-11-01,J
16382,14,2022-07-01,B
16383,14,2021-10-01,N
16384,14,2021-08-01,NA
16385,14,2021-09-01,F
16386,14,2022-01-01,I
16387,14,2021-08-01,O
16388,14,2021-11-01,O
16389,14,2021-09-01,E
16390,11,2020-10-01,I
16391,14,2021-07-01,B
16392,14,2021-11-01,F
16393,14,2021-10-01,A
16394,14,2021-08-01,K
16395,14,2022-01-01,M
16396,14,2022-05-01,K
16397,14,2021-11-01,I
16398,14,2021-08-01,E
16399,14,2022-09-01,M
16400,14,2022-05-01,I
16401,14,2022-06-01,B
16402,11,2022-01-01,B
16403,14,2021-12-01,B
16404,14,2022-12-01,J
16405,14,2021-07-01,J
16406,14,2022-02-01,B
16407,14,2021-11-01,D
16408,14,2022-01-01,O
16409,14,2021-08-01,I
16410,14,2021-09-01,I
16411,14,2021-11-01,M
16412,14,2021-11-01,D
16413,11,2020-09-01,B
16414,14,2021-09-01,I
16415,14,2021-07-01,B
16416,14,2021-09-01,E
16417,14,2021-07-01,F
16418,14,2021-10-01,M
16419,14,2022-05-01,K
16420,14,2021-10-01,J
16421,14,2021-10-01,E
16422,14,2022-05-01,B
16423,14,2021-10-01,A
16424,14,2021-08-01,M
16425,14,2021-08-01,E
16426,14,2021-12-01,B
16427,14,2021-08-01,H
16428,14,2021-10-01,K
16429,14,2021-10-01,N
16430,14,2021-08-01,K
16431,14,2021-09-01,M
16432,14,2017-12-01,K
16433,14,2022-02-01,O
16434,14,2021-10-01,K
16435,14,2021-11-01,B
16436,14,2021-08-01,F
16437,14,2021-10-01,D
16438,14,2021-09-01,M
16439,14,2021-10-01,B
16440,14,2021-11-01,J
16441,14,2021-08-01,J
16442,14,2021-12-01,F
16443,11,2021-02-01,I
16444,14,2021-08-01,B
16445,11,2022-05-01,B
16446,14,2021-11-01,K
16447,14,2021-08-01,E
16448,14,2021-09-01,I
16449,14,2021-07-01,B
16450,14,2017-12-01,M
16451,14,2021-11-01,I
16452,11,2020-12-01,I
16453,14,2021-12-01,M
16454,14,2021-08-01,F
16455,14,2021-10-01,O
16456,14,2021-08-01,J
16457,14,2021-10-01,E
16458,14,2021-08-01,B
16459,14,2021-08-01,M
16460,14,2021-08-01,O
16461,14,2021-08-01,K
16462,11,2021-09-01,B
16463,14,2021-08-01,I
16464,14,2021-10-01,I
16465,14,2022-03-01,K
16466,14,2021-08-01,F
16467,11,2022-09-01,I
16468,14,2021-09-01,K
16469,14,2022-04-01,K
16470,14,2021-08-01,D
16471,14,2021-08-01,I
16472,14,2022-06-01,O
16473,14,2021-08-01,I
16474,14,2022-03-01,K
16475,11,2021-05-01,I
16476,14,2021-08-01,B
16477,14,2021-08-01,N
16478,14,2021-08-01,O
16479,14,2022-09-01,K
16480,14,2021-12-01,I
16481,14,2021-08-01,M
16482,14,2021-08-01,I
16483,14,2021-11-01,H
16484,11,2022-02-01,I
16485,14,2022-01-01,B
16486,14,2021-08-01,I
16487,14,2021-12-01,I
16488,14,2021-09-01,N
16489,14,2022-01-01,F
16490,14,2022-09-01,I
16491,14,2022-03-01,D
16492,14,2021-08-01,I
16493,14,2021-10-01,J
16494,14,2022-04-01,A
16495,14,2021-09-01,M
16496,14,2021-09-01,K
16497,14,2022-05-01,I
16498,14,2021-08-01,F
16499,14,2021-08-01,I
16500,14,2022-07-01,K
16501,14,2021-09-01,D
16502,14,2021-12-01,B
16503,14,2021-09-01,O
16504,14,2022-03-01,B
16505,14,2021-08-01,F
16506,14,2021-09-01,N
16507,14,2022-03-01,K
16508,11,2022-04-01,I
16509,14,2021-08-01,I
16510,14,2021-08-01,K
16511,14,2021-08-01,B
16512,14,2021-09-01,F
16513,14,2022-02-01,I
16514,11,2020-10-01,I
16515,14,2021-12-01,N
16516,11,2021-03-01,I
16517,14,2022-05-01,N
16518,14,2021-08-01,C
16519,14,2021-10-01,M
16520,14,2021-09-01,F
16521,14,2021-08-01,I
16522,14,2022-05-01,B
16523,14,2017-08-01,I
16524,14,2021-08-01,F
16525,14,2021-08-01,F
16526,14,2022-02-01,A
16527,14,2022-03-01,H
16528,14,2022-07-01,F
16529,14,2021-10-01,B
16530,14,2021-11-01,B
16531,14,2021-08-01,F
16532,14,2022-02-01,M
16533,14,2022-09-01,H
16534,14,2021-08-01,O
16535,14,2021-08-01,O
16536,14,2021-08-01,I
16537,14,2022-06-01,K
16538,14,2022-10-01,H
16539,14,2022-11-01,D
16540,14,2021-10-01,K
16541,14,2021-10-01,F
16542,11,2021-04-01,I
16543,14,2021-08-01,F
16544,14,2021-10-01,J
16545,14,2021-09-01,B
16546,14,2021-10-01,K
16547,14,2022-11-01,F
16548,14,2021-10-01,NA
16549,14,2021-12-01,D
16550,14,2022-01-01,F
16551,14,2021-08-01,F
16552,14,2021-09-01,O
16553,14,2022-09-01,K
16554,11,2022-01-01,K
16555,11,2021-11-01,F
16556,14,2022-04-01,K
16557,14,2021-09-01,B
16558,14,2021-12-01,K
16559,14,2021-09-01,E
16560,14,2021-11-01,B
16561,14,2021-12-01,O
16562,14,2021-08-01,F
16563,14,2022-09-01,H
16564,14,2021-12-01,K
16565,14,2022-05-01,I
16566,14,2021-11-01,B
16567,14,2021-08-01,H
16568,14,2021-12-01,I
16569,14,2021-08-01,F
16570,14,2022-03-01,K
16571,14,2021-09-01,F
16572,14,2022-08-01,I
16573,14,2021-08-01,J
16574,11,2022-07-01,B
16575,14,2021-09-01,B
16576,14,2021-12-01,D
16577,14,2021-09-01,B
16578,11,2021-11-01,G
16579,14,2021-09-01,K
16580,14,2022-09-01,E
16581,14,2022-05-01,J
16582,14,2022-03-01,D
16583,14,2022-09-01,I
16584,14,2021-11-01,G
16585,14,2022-07-01,L
16586,14,2022-08-01,O
16587,14,2022-07-01,L
16588,14,2021-08-01,F
16589,14,2022-05-01,F
16590,14,2021-10-01,K
16591,14,2021-11-01,I
16592,14,2022-08-01,M
16593,14,2021-10-01,M
16594,14,2021-09-01,F
16595,14,2022-09-01,M
16596,11,2021-06-01,M
16597,11,2021-03-01,M
16598,14,2022-10-01,N
16599,14,2021-11-01,K
16600,14,2021-09-01,F
16601,14,2021-09-01,B
16602,14,2021-10-01,K
16603,11,2022-12-01,I
16604,14,2021-08-01,I
16605,14,2021-08-01,I
16606,14,2022-08-01,M
16607,14,2021-09-01,K
16608,14,2021-08-01,N
16609,14,2022-10-01,B
16610,14,2021-08-01,E
16611,11,2021-11-01,J
16612,14,2021-09-01,K
16613,11,2020-12-01,K
16614,14,2022-11-01,K
16615,14,2021-11-01,I
16616,14,2021-09-01,O
16617,11,2021-04-01,I
16618,14,2021-09-01,I
16619,14,2021-08-01,N
16620,14,2021-09-01,E
16621,14,2021-04-01,I
16622,11,2021-07-01,O
16623,14,2022-03-01,B
16624,14,2021-12-01,I
16625,14,2021-08-01,I
16626,14,2021-08-01,K
16627,14,2022-05-01,I
16628,11,2021-09-01,I
16629,14,2022-11-01,D
16630,14,2022-08-01,M
16631,14,2021-09-01,N
16632,14,2021-09-01,D
16633,14,2022-04-01,F
16634,14,2021-09-01,I
16635,14,2021-11-01,I
16636,14,2022-08-01,I
16637,14,2021-11-01,F
16638,14,2021-10-01,O
16639,14,2021-09-01,O
16640,14,2022-06-01,O
16641,14,2022-08-01,B
16642,14,2022-09-01,N
16643,14,2022-01-01,E
16644,14,2021-12-01,B
16645,14,2021-09-01,F
16646,14,2021-09-01,F
16647,14,2022-05-01,M
16648,14,2021-11-01,M
16649,14,2021-10-01,O
16650,14,2021-12-01,J
16651,14,2021-10-01,K
16652,11,2021-02-01,B
16653,14,2022-01-01,M
16654,14,2022-03-01,M
16655,14,2021-09-01,F
16656,14,2022-04-01,E
16657,11,2022-01-01,I
16658,14,2022-02-01,I
16659,14,2021-10-01,M
16660,14,2021-12-01,N
16661,14,2021-09-01,I
16662,14,2021-11-01,O
16663,14,2022-01-01,K
16664,14,2022-04-01,F
16665,14,2021-09-01,M
16666,14,2022-06-01,M
16667,14,2022-02-01,K
16668,11,2021-09-01,F
16669,14,2021-09-01,I
16670,14,2021-10-01,B
16671,14,2021-10-01,M
16672,14,2021-09-01,B
16673,14,2021-10-01,I
16674,11,2019-08-01,B
16675,14,2021-10-01,K
16676,14,2021-11-01,I
16677,14,2021-11-01,I
16678,14,2021-10-01,B
16679,14,2021-10-01,N
16680,14,2022-09-01,B
16681,14,2021-09-01,J
16682,11,2022-03-01,I
16683,14,2021-09-01,I
16684,14,2021-11-01,F
16685,14,2022-10-01,O
16686,14,2021-09-01,J
16687,14,2021-09-01,J
16688,14,2022-08-01,B
16689,14,2021-09-01,I
16690,14,2021-12-01,N
16691,14,2022-10-01,D
16692,14,2022-02-01,F
16693,14,2022-06-01,B
16694,14,2021-10-01,B
16695,11,2022-01-01,N
16696,14,2021-11-01,K
16697,14,2021-09-01,O
16698,14,2021-10-01,M
16699,14,2021-09-01,E
16700,14,2022-09-01,I
16701,14,2022-10-01,E
16702,14,2022-03-01,K
16703,14,2022-06-01,I
16704,14,2021-11-01,E
16705,14,2021-09-01,H
16706,14,2021-10-01,O
16707,14,2021-10-01,O
16708,14,2021-10-01,I
16709,14,2021-09-01,K
16710,14,2021-12-01,O
16711,14,2022-04-01,K
16712,14,2021-12-01,K
16713,14,2021-10-01,O
16714,14,2021-09-01,I
16715,14,2021-11-01,F
16716,14,2021-09-01,I
16717,14,2021-12-01,N
16718,14,2022-01-01,N
16719,14,2021-11-01,J
16720,14,2021-10-01,K
16721,14,2021-11-01,K
16722,14,2021-11-01,I
16723,14,2021-12-01,I
16724,14,2021-09-01,B
16725,14,2021-11-01,O
16726,14,2021-09-01,I
16727,14,2022-02-01,F
16728,14,2022-04-01,N
16729,14,2021-10-01,J
16730,14,2022-09-01,F
16731,14,2022-12-01,I
16732,11,2020-11-01,I
16733,14,2021-11-01,B
16734,14,2021-10-01,O
16735,14,2021-10-01,B
16736,14,2021-10-01,N
